date,category,value
1963.40999,Other,21
1963.40999,Star,0
1963.40726,Other,21
1963.40726,Star,0
1963.40452,Other,21
1963.40452,Star,0
1963.40178,Other,21
1963.40178,Star,0
1963.39904,Other,22
1963.39904,Star,0
1963.3963,Other,22
1963.3963,Star,0
1963.39357,Other,22
1963.39357,Star,0
1963.39083,Other,20
1963.39083,Star,0
1963.38809,Other,20
1963.38809,Star,0
1963.38535,Other,18
1963.38535,Star,0
1963.38261,Other,18
1963.38261,Star,0
1963.37988,Other,19
1963.37988,Star,0
1963.37714,Other,19
1963.37714,Star,0
1963.3744,Other,18
1963.3744,Star,0
1963.37166,Other,18
1963.37166,Star,0
1963.36893,Other,20
1963.36893,Star,0
1963.36619,Other,18
1963.36619,Star,0
1963.36345,Other,18
1963.36345,Star,0
1963.36071,Other,18
1963.36071,Star,0
1963.35797,Other,18
1963.35797,Star,0
1963.35524,Other,18
1963.35524,Star,0
1963.3525,Other,18
1963.3525,Star,0
1963.34976,Other,18
1963.34976,Star,0
1963.34702,Other,19
1963.34702,Star,0
1963.34428,Other,19
1963.34428,Star,0
1963.34155,Other,19
1963.34155,Star,0
1963.33881,Other,19
1963.33881,Star,0
1963.33607,Other,19
1963.33607,Star,0
1963.33333,Other,19
1963.33333,Star,0
1963.3306,Other,19
1963.3306,Star,0
1963.32786,Other,20
1963.32786,Star,0
1963.32512,Other,20
1963.32512,Star,0
1963.32238,Other,20
1963.32238,Star,0
1963.31964,Other,18
1963.31964,Star,0
1963.31691,Other,19
1963.31691,Star,0
1963.31417,Other,20
1963.31417,Star,0
1963.31143,Other,20
1963.31143,Star,0
1963.30869,Other,20
1963.30869,Star,0
1963.30595,Other,20
1963.30595,Star,0
1963.30322,Other,18
1963.30322,Star,0
1963.30048,Other,18
1963.30048,Star,0
1963.29774,Other,18
1963.29774,Star,0
1963.295,Other,18
1963.295,Star,0
1963.29227,Other,18
1963.29227,Star,0
1963.28953,Other,18
1963.28953,Star,0
1963.28679,Other,18
1963.28679,Star,0
1963.28405,Other,18
1963.28405,Star,0
1963.28131,Other,18
1963.28131,Star,0
1963.27858,Other,16
1963.27858,Star,0
1963.27584,Other,16
1963.27584,Star,0
1963.2731,Other,16
1963.2731,Star,0
1963.27036,Other,16
1963.27036,Star,0
1963.26762,Other,17
1963.26762,Star,0
1963.26489,Other,17
1963.26489,Star,0
1963.26215,Other,17
1963.26215,Star,0
1963.25941,Other,17
1963.25941,Star,0
1963.25667,Other,17
1963.25667,Star,0
1963.25394,Other,17
1963.25394,Star,0
1963.2512,Other,17
1963.2512,Star,0
1963.24846,Other,16
1963.24846,Star,0
1963.24572,Other,15
1963.24572,Star,0
1963.24298,Other,15
1963.24298,Star,0
1963.24025,Other,15
1963.24025,Star,0
1963.23751,Other,16
1963.23751,Star,0
1963.23477,Other,16
1963.23477,Star,0
1963.23203,Other,16
1963.23203,Star,0
1963.2293,Other,16
1963.2293,Star,0
1963.22656,Other,16
1963.22656,Star,0
1963.22382,Other,16
1963.22382,Star,0
1963.22108,Other,16
1963.22108,Star,0
1963.21834,Other,16
1963.21834,Star,0
1963.21561,Other,14
1963.21561,Star,0
1963.21287,Other,14
1963.21287,Star,0
1963.21013,Other,14
1963.21013,Star,0
1963.20739,Other,14
1963.20739,Star,0
1963.20465,Other,14
1963.20465,Star,0
1963.20192,Other,14
1963.20192,Star,0
1963.19918,Other,14
1963.19918,Star,0
1963.19644,Other,14
1963.19644,Star,0
1963.1937,Other,14
1963.1937,Star,0
1963.19097,Other,14
1963.19097,Star,0
1963.18823,Other,14
1963.18823,Star,0
1963.18549,Other,14
1963.18549,Star,0
1963.18275,Other,14
1963.18275,Star,0
1963.18001,Other,14
1963.18001,Star,0
1963.17728,Other,14
1963.17728,Star,0
1963.17454,Other,14
1963.17454,Star,0
1963.1718,Other,14
1963.1718,Star,0
1963.16906,Other,14
1963.16906,Star,0
1963.16632,Other,14
1963.16632,Star,0
1963.16359,Other,14
1963.16359,Star,0
1963.16085,Other,14
1963.16085,Star,0
1963.15811,Other,14
1963.15811,Star,0
1963.15537,Other,14
1963.15537,Star,0
1963.15264,Other,15
1963.15264,Star,0
1963.1499,Other,15
1963.1499,Star,0
1963.14716,Other,15
1963.14716,Star,0
1963.14442,Other,15
1963.14442,Star,0
1963.14168,Other,15
1963.14168,Star,0
1963.13895,Other,15
1963.13895,Star,0
1963.13621,Other,15
1963.13621,Star,0
1963.13347,Other,15
1963.13347,Star,0
1963.13073,Other,15
1963.13073,Star,0
1963.12799,Other,15
1963.12799,Star,0
1963.12526,Other,15
1963.12526,Star,0
1963.12252,Other,15
1963.12252,Star,0
1963.11978,Other,15
1963.11978,Star,0
1963.11704,Other,15
1963.11704,Star,0
1963.11431,Other,15
1963.11431,Star,0
1963.11157,Other,15
1963.11157,Star,0
1963.10883,Other,15
1963.10883,Star,0
1963.10609,Other,15
1963.10609,Star,0
1963.10335,Other,15
1963.10335,Star,0
1963.10062,Other,15
1963.10062,Star,0
1963.09788,Other,15
1963.09788,Star,0
1963.09514,Other,15
1963.09514,Star,0
1963.0924,Other,15
1963.0924,Star,0
1963.08966,Other,15
1963.08966,Star,0
1963.08693,Other,15
1963.08693,Star,0
1963.08419,Other,15
1963.08419,Star,0
1963.08145,Other,15
1963.08145,Star,0
1963.07871,Other,15
1963.07871,Star,0
1963.07598,Other,15
1963.07598,Star,0
1963.07324,Other,15
1963.07324,Star,0
1963.0705,Other,15
1963.0705,Star,0
1963.06776,Other,15
1963.06776,Star,0
1963.06502,Other,15
1963.06502,Star,0
1963.06229,Other,16
1963.06229,Star,0
1963.05955,Other,16
1963.05955,Star,0
1963.05681,Other,17
1963.05681,Star,0
1963.05407,Other,17
1963.05407,Star,0
1963.05133,Other,17
1963.05133,Star,0
1963.0486,Other,18
1963.0486,Star,0
1963.04586,Other,18
1963.04586,Star,0
1963.04312,Other,18
1963.04312,Star,0
1963.04038,Other,17
1963.04038,Star,0
1963.03765,Other,17
1963.03765,Star,0
1963.03491,Other,17
1963.03491,Star,0
1963.03217,Other,17
1963.03217,Star,0
1963.02943,Other,17
1963.02943,Star,0
1963.02669,Other,19
1963.02669,Star,0
1963.02396,Other,19
1963.02396,Star,0
1963.02122,Other,19
1963.02122,Star,0
1963.01848,Other,20
1963.01848,Star,0
1963.01574,Other,19
1963.01574,Star,0
1963.013,Other,19
1963.013,Star,0
1963.01027,Other,20
1963.01027,Star,0
1963.00753,Other,17
1963.00753,Star,0
1963.00479,Other,17
1963.00479,Star,0
1963.00205,Other,17
1963.00205,Star,0
1962.99932,Other,17
1962.99932,Star,0
1962.99658,Other,17
1962.99658,Star,0
1962.99384,Other,18
1962.99384,Star,0
1962.9911,Other,18
1962.9911,Star,0
1962.98836,Other,18
1962.98836,Star,0
1962.98563,Other,18
1962.98563,Star,0
1962.98289,Other,18
1962.98289,Star,0
1962.98015,Other,18
1962.98015,Star,0
1962.97741,Other,18
1962.97741,Star,0
1962.97467,Other,18
1962.97467,Star,0
1962.97194,Other,18
1962.97194,Star,0
1962.9692,Other,18
1962.9692,Star,0
1962.96646,Other,18
1962.96646,Star,0
1962.96372,Other,19
1962.96372,Star,0
1962.96099,Other,19
1962.96099,Star,0
1962.95825,Other,19
1962.95825,Star,0
1962.95551,Other,19
1962.95551,Star,0
1962.95277,Other,19
1962.95277,Star,0
1962.95003,Other,18
1962.95003,Star,0
1962.9473,Other,19
1962.9473,Star,0
1962.94456,Other,19
1962.94456,Star,0
1962.94182,Other,19
1962.94182,Star,0
1962.93908,Other,19
1962.93908,Star,0
1962.93634,Other,19
1962.93634,Star,0
1962.93361,Other,20
1962.93361,Star,0
1962.93087,Other,21
1962.93087,Star,0
1962.92813,Other,21
1962.92813,Star,0
1962.92539,Other,21
1962.92539,Star,0
1962.92266,Other,20
1962.92266,Star,0
1962.91992,Other,21
1962.91992,Star,0
1962.91718,Other,21
1962.91718,Star,0
1962.91444,Other,21
1962.91444,Star,0
1962.9117,Other,21
1962.9117,Star,0
1962.90897,Other,22
1962.90897,Star,0
1962.90623,Other,22
1962.90623,Star,0
1962.90349,Other,22
1962.90349,Star,0
1962.90075,Other,22
1962.90075,Star,0
1962.89802,Other,22
1962.89802,Star,0
1962.89528,Other,21
1962.89528,Star,0
1962.89254,Other,21
1962.89254,Star,0
1962.8898,Other,21
1962.8898,Star,0
1962.88706,Other,21
1962.88706,Star,0
1962.88433,Other,21
1962.88433,Star,0
1962.88159,Other,22
1962.88159,Star,0
1962.87885,Other,22
1962.87885,Star,0
1962.87611,Other,22
1962.87611,Star,0
1962.87337,Other,23
1962.87337,Star,0
1962.87064,Other,23
1962.87064,Star,0
1962.8679,Other,23
1962.8679,Star,0
1962.86516,Other,23
1962.86516,Star,0
1962.86242,Other,24
1962.86242,Star,0
1962.85969,Other,23
1962.85969,Star,0
1962.85695,Other,23
1962.85695,Star,0
1962.85421,Other,23
1962.85421,Star,0
1962.85147,Other,24
1962.85147,Star,0
1962.84873,Other,24
1962.84873,Star,0
1962.846,Other,24
1962.846,Star,0
1962.84326,Other,25
1962.84326,Star,0
1962.84052,Other,22
1962.84052,Star,0
1962.83778,Other,24
1962.83778,Star,0
1962.83504,Other,25
1962.83504,Star,0
1962.83231,Other,23
1962.83231,Star,0
1962.82957,Other,23
1962.82957,Star,0
1962.82683,Other,23
1962.82683,Star,0
1962.82409,Other,24
1962.82409,Star,0
1962.82136,Other,24
1962.82136,Star,0
1962.81862,Other,24
1962.81862,Star,0
1962.81588,Other,24
1962.81588,Star,0
1962.81314,Other,24
1962.81314,Star,0
1962.8104,Other,20
1962.8104,Star,0
1962.80767,Other,20
1962.80767,Star,0
1962.80493,Other,20
1962.80493,Star,0
1962.80219,Other,21
1962.80219,Star,0
1962.79945,Other,19
1962.79945,Star,0
1962.79671,Other,19
1962.79671,Star,0
1962.79398,Other,19
1962.79398,Star,0
1962.79124,Other,18
1962.79124,Star,0
1962.7885,Other,18
1962.7885,Star,0
1962.78576,Other,18
1962.78576,Star,0
1962.78303,Other,18
1962.78303,Star,0
1962.78029,Other,18
1962.78029,Star,0
1962.77755,Other,18
1962.77755,Star,0
1962.77481,Other,18
1962.77481,Star,0
1962.77207,Other,18
1962.77207,Star,0
1962.76934,Other,17
1962.76934,Star,0
1962.7666,Other,18
1962.7666,Star,0
1962.76386,Other,18
1962.76386,Star,0
1962.76112,Other,18
1962.76112,Star,0
1962.75838,Other,18
1962.75838,Star,0
1962.75565,Other,19
1962.75565,Star,0
1962.75291,Other,18
1962.75291,Star,0
1962.75017,Other,18
1962.75017,Star,0
1962.74743,Other,20
1962.74743,Star,0
1962.7447,Other,20
1962.7447,Star,0
1962.74196,Other,19
1962.74196,Star,0
1962.73922,Other,19
1962.73922,Star,0
1962.73648,Other,17
1962.73648,Star,0
1962.73374,Other,17
1962.73374,Star,0
1962.73101,Other,17
1962.73101,Star,0
1962.72827,Other,17
1962.72827,Star,0
1962.72553,Other,17
1962.72553,Star,0
1962.72279,Other,17
1962.72279,Star,0
1962.72005,Other,17
1962.72005,Star,0
1962.71732,Other,17
1962.71732,Star,0
1962.71458,Other,17
1962.71458,Star,0
1962.71184,Other,17
1962.71184,Star,0
1962.7091,Other,17
1962.7091,Star,0
1962.70637,Other,17
1962.70637,Star,0
1962.70363,Other,17
1962.70363,Star,0
1962.70089,Other,19
1962.70089,Star,0
1962.69815,Other,19
1962.69815,Star,0
1962.69541,Other,17
1962.69541,Star,0
1962.69268,Other,17
1962.69268,Star,0
1962.68994,Other,18
1962.68994,Star,0
1962.6872,Other,18
1962.6872,Star,0
1962.68446,Other,19
1962.68446,Star,0
1962.68172,Other,19
1962.68172,Star,0
1962.67899,Other,20
1962.67899,Star,0
1962.67625,Other,21
1962.67625,Star,0
1962.67351,Other,21
1962.67351,Star,0
1962.67077,Other,22
1962.67077,Star,0
1962.66804,Other,23
1962.66804,Star,0
1962.6653,Other,19
1962.6653,Star,0
1962.66256,Other,20
1962.66256,Star,0
1962.65982,Other,20
1962.65982,Star,0
1962.65708,Other,19
1962.65708,Star,0
1962.65435,Other,20
1962.65435,Star,0
1962.65161,Other,20
1962.65161,Star,0
1962.64887,Other,21
1962.64887,Star,0
1962.64613,Other,18
1962.64613,Star,0
1962.64339,Other,19
1962.64339,Star,0
1962.64066,Other,19
1962.64066,Star,0
1962.63792,Other,19
1962.63792,Star,0
1962.63518,Other,20
1962.63518,Star,0
1962.63244,Other,20
1962.63244,Star,0
1962.62971,Other,20
1962.62971,Star,0
1962.62697,Other,18
1962.62697,Star,0
1962.62423,Other,18
1962.62423,Star,0
1962.62149,Other,18
1962.62149,Star,0
1962.61875,Other,20
1962.61875,Star,0
1962.61602,Other,24
1962.61602,Star,0
1962.61328,Other,24
1962.61328,Star,0
1962.61054,Other,22
1962.61054,Star,0
1962.6078,Other,20
1962.6078,Star,0
1962.60507,Other,20
1962.60507,Star,0
1962.60233,Other,20
1962.60233,Star,0
1962.59959,Other,21
1962.59959,Star,0
1962.59685,Other,21
1962.59685,Star,0
1962.59411,Other,22
1962.59411,Star,0
1962.59138,Other,22
1962.59138,Star,0
1962.58864,Other,22
1962.58864,Star,0
1962.5859,Other,22
1962.5859,Star,0
1962.58316,Other,21
1962.58316,Star,0
1962.58042,Other,22
1962.58042,Star,0
1962.57769,Other,22
1962.57769,Star,0
1962.57495,Other,22
1962.57495,Star,0
1962.57221,Other,22
1962.57221,Star,0
1962.56947,Other,20
1962.56947,Star,0
1962.56674,Other,21
1962.56674,Star,0
1962.564,Other,21
1962.564,Star,0
1962.56126,Other,22
1962.56126,Star,0
1962.55852,Other,22
1962.55852,Star,0
1962.55578,Other,22
1962.55578,Star,0
1962.55305,Other,22
1962.55305,Star,0
1962.55031,Other,21
1962.55031,Star,0
1962.54757,Other,21
1962.54757,Star,0
1962.54483,Other,20
1962.54483,Star,0
1962.54209,Other,19
1962.54209,Star,0
1962.53936,Other,19
1962.53936,Star,0
1962.53662,Other,19
1962.53662,Star,0
1962.53388,Other,19
1962.53388,Star,0
1962.53114,Other,19
1962.53114,Star,0
1962.52841,Other,19
1962.52841,Star,0
1962.52567,Other,19
1962.52567,Star,0
1962.52293,Other,19
1962.52293,Star,0
1962.52019,Other,19
1962.52019,Star,0
1962.51745,Other,19
1962.51745,Star,0
1962.51472,Other,19
1962.51472,Star,0
1962.51198,Other,20
1962.51198,Star,0
1962.50924,Other,20
1962.50924,Star,0
1962.5065,Other,20
1962.5065,Star,0
1962.50376,Other,20
1962.50376,Star,0
1962.50103,Other,20
1962.50103,Star,0
1962.49829,Other,20
1962.49829,Star,0
1962.49555,Other,20
1962.49555,Star,0
1962.49281,Other,18
1962.49281,Star,0
1962.49008,Other,18
1962.49008,Star,0
1962.48734,Other,18
1962.48734,Star,0
1962.4846,Other,18
1962.4846,Star,0
1962.48186,Other,18
1962.48186,Star,0
1962.47912,Other,18
1962.47912,Star,0
1962.47639,Other,18
1962.47639,Star,0
1962.47365,Other,17
1962.47365,Star,0
1962.47091,Other,17
1962.47091,Star,0
1962.46817,Other,17
1962.46817,Star,0
1962.46543,Other,17
1962.46543,Star,0
1962.4627,Other,17
1962.4627,Star,0
1962.45996,Other,18
1962.45996,Star,0
1962.45722,Other,18
1962.45722,Star,0
1962.45448,Other,18
1962.45448,Star,0
1962.45175,Other,18
1962.45175,Star,0
1962.44901,Other,18
1962.44901,Star,0
1962.44627,Other,18
1962.44627,Star,0
1962.44353,Other,18
1962.44353,Star,0
1962.44079,Other,19
1962.44079,Star,0
1962.43806,Other,19
1962.43806,Star,0
1962.43532,Other,19
1962.43532,Star,0
1962.43258,Other,19
1962.43258,Star,0
1962.42984,Other,19
1962.42984,Star,0
1962.4271,Other,19
1962.4271,Star,0
1962.42437,Other,19
1962.42437,Star,0
1962.42163,Other,19
1962.42163,Star,0
1962.41889,Other,19
1962.41889,Star,0
1962.41615,Other,18
1962.41615,Star,0
1962.41342,Other,18
1962.41342,Star,0
1962.41068,Other,18
1962.41068,Star,0
1962.40794,Other,17
1962.40794,Star,0
1962.4052,Other,17
1962.4052,Star,0
1962.40246,Other,18
1962.40246,Star,0
1962.39973,Other,18
1962.39973,Star,0
1962.39699,Other,19
1962.39699,Star,0
1962.39425,Other,20
1962.39425,Star,0
1962.39151,Other,19
1962.39151,Star,0
1962.38877,Other,19
1962.38877,Star,0
1962.38604,Other,19
1962.38604,Star,0
1962.3833,Other,19
1962.3833,Star,0
1962.38056,Other,19
1962.38056,Star,0
1962.37782,Other,19
1962.37782,Star,0
1962.37509,Other,19
1962.37509,Star,0
1962.37235,Other,19
1962.37235,Star,0
1962.36961,Other,19
1962.36961,Star,0
1962.36687,Other,18
1962.36687,Star,0
1962.36413,Other,18
1962.36413,Star,0
1962.3614,Other,18
1962.3614,Star,0
1962.35866,Other,18
1962.35866,Star,0
1962.35592,Other,18
1962.35592,Star,0
1962.35318,Other,18
1962.35318,Star,0
1962.35044,Other,18
1962.35044,Star,0
1962.34771,Other,18
1962.34771,Star,0
1962.34497,Other,18
1962.34497,Star,0
1962.34223,Other,18
1962.34223,Star,0
1962.33949,Other,18
1962.33949,Star,0
1962.33676,Other,18
1962.33676,Star,0
1962.33402,Other,18
1962.33402,Star,0
1962.33128,Other,18
1962.33128,Star,0
1962.32854,Other,18
1962.32854,Star,0
1962.3258,Other,18
1962.3258,Star,0
1962.32307,Other,18
1962.32307,Star,0
1962.32033,Other,19
1962.32033,Star,0
1962.31759,Other,19
1962.31759,Star,0
1962.31485,Other,16
1962.31485,Star,0
1962.31211,Other,16
1962.31211,Star,0
1962.30938,Other,14
1962.30938,Star,0
1962.30664,Other,14
1962.30664,Star,0
1962.3039,Other,14
1962.3039,Star,0
1962.30116,Other,14
1962.30116,Star,0
1962.29843,Other,14
1962.29843,Star,0
1962.29569,Other,14
1962.29569,Star,0
1962.29295,Other,13
1962.29295,Star,0
1962.29021,Other,13
1962.29021,Star,0
1962.28747,Other,14
1962.28747,Star,0
1962.28474,Other,14
1962.28474,Star,0
1962.282,Other,14
1962.282,Star,0
1962.27926,Other,14
1962.27926,Star,0
1962.27652,Other,14
1962.27652,Star,0
1962.27379,Other,14
1962.27379,Star,0
1962.27105,Other,14
1962.27105,Star,0
1962.26831,Other,14
1962.26831,Star,0
1962.26557,Other,14
1962.26557,Star,0
1962.26283,Other,14
1962.26283,Star,0
1962.2601,Other,14
1962.2601,Star,0
1962.25736,Other,14
1962.25736,Star,0
1962.25462,Other,14
1962.25462,Star,0
1962.25188,Other,14
1962.25188,Star,0
1962.24914,Other,14
1962.24914,Star,0
1962.24641,Other,14
1962.24641,Star,0
1962.24367,Other,15
1962.24367,Star,0
1962.24093,Other,15
1962.24093,Star,0
1962.23819,Other,15
1962.23819,Star,0
1962.23546,Other,15
1962.23546,Star,0
1962.23272,Other,15
1962.23272,Star,0
1962.22998,Other,15
1962.22998,Star,0
1962.22724,Other,15
1962.22724,Star,0
1962.2245,Other,15
1962.2245,Star,0
1962.22177,Other,15
1962.22177,Star,0
1962.21903,Other,15
1962.21903,Star,0
1962.21629,Other,16
1962.21629,Star,0
1962.21355,Other,16
1962.21355,Star,0
1962.21081,Other,16
1962.21081,Star,0
1962.20808,Other,16
1962.20808,Star,0
1962.20534,Other,16
1962.20534,Star,0
1962.2026,Other,15
1962.2026,Star,0
1962.19986,Other,15
1962.19986,Star,0
1962.19713,Other,15
1962.19713,Star,0
1962.19439,Other,15
1962.19439,Star,0
1962.19165,Other,15
1962.19165,Star,0
1962.18891,Other,15
1962.18891,Star,0
1962.18617,Other,15
1962.18617,Star,0
1962.18344,Other,14
1962.18344,Star,0
1962.1807,Other,15
1962.1807,Star,0
1962.17796,Other,13
1962.17796,Star,0
1962.17522,Other,13
1962.17522,Star,0
1962.17248,Other,13
1962.17248,Star,0
1962.16975,Other,13
1962.16975,Star,0
1962.16701,Other,13
1962.16701,Star,0
1962.16427,Other,13
1962.16427,Star,0
1962.16153,Other,13
1962.16153,Star,0
1962.1588,Other,13
1962.1588,Star,0
1962.15606,Other,12
1962.15606,Star,0
1962.15332,Other,12
1962.15332,Star,0
1962.15058,Other,12
1962.15058,Star,0
1962.14784,Other,12
1962.14784,Star,0
1962.14511,Other,12
1962.14511,Star,0
1962.14237,Other,12
1962.14237,Star,0
1962.13963,Other,11
1962.13963,Star,0
1962.13689,Other,11
1962.13689,Star,0
1962.13415,Other,11
1962.13415,Star,0
1962.13142,Other,11
1962.13142,Star,0
1962.12868,Other,11
1962.12868,Star,0
1962.12594,Other,11
1962.12594,Star,0
1962.1232,Other,11
1962.1232,Star,0
1962.12047,Other,11
1962.12047,Star,0
1962.11773,Other,11
1962.11773,Star,0
1962.11499,Other,11
1962.11499,Star,0
1962.11225,Other,11
1962.11225,Star,0
1962.10951,Other,11
1962.10951,Star,0
1962.10678,Other,11
1962.10678,Star,0
1962.10404,Other,11
1962.10404,Star,0
1962.1013,Other,11
1962.1013,Star,0
1962.09856,Other,11
1962.09856,Star,0
1962.09582,Other,11
1962.09582,Star,0
1962.09309,Other,11
1962.09309,Star,0
1962.09035,Other,11
1962.09035,Star,0
1962.08761,Other,11
1962.08761,Star,0
1962.08487,Other,11
1962.08487,Star,0
1962.08214,Other,11
1962.08214,Star,0
1962.0794,Other,11
1962.0794,Star,0
1962.07666,Other,11
1962.07666,Star,0
1962.07392,Other,12
1962.07392,Star,0
1962.07118,Other,12
1962.07118,Star,0
1962.06845,Other,11
1962.06845,Star,0
1962.06571,Other,11
1962.06571,Star,0
1962.06297,Other,11
1962.06297,Star,0
1962.06023,Other,11
1962.06023,Star,0
1962.05749,Other,11
1962.05749,Star,0
1962.05476,Other,11
1962.05476,Star,0
1962.05202,Other,11
1962.05202,Star,0
1962.04928,Other,11
1962.04928,Star,0
1962.04654,Other,11
1962.04654,Star,0
1962.04381,Other,11
1962.04381,Star,0
1962.04107,Other,11
1962.04107,Star,0
1962.03833,Other,11
1962.03833,Star,0
1962.03559,Other,11
1962.03559,Star,0
1962.03285,Other,11
1962.03285,Star,0
1962.03012,Other,11
1962.03012,Star,0
1962.02738,Other,11
1962.02738,Star,0
1962.02464,Other,11
1962.02464,Star,0
1962.0219,Other,12
1962.0219,Star,0
1962.01916,Other,12
1962.01916,Star,0
1962.01643,Other,12
1962.01643,Star,0
1962.01369,Other,12
1962.01369,Star,0
1962.01095,Other,12
1962.01095,Star,0
1962.00821,Other,12
1962.00821,Star,0
1962.00548,Other,12
1962.00548,Star,0
1962.00274,Other,12
1962.00274,Star,0
1962,Other,12
1962,Star,0
1961.99726,Other,13
1961.99726,Star,0
1961.99452,Other,13
1961.99452,Star,0
1961.99179,Other,13
1961.99179,Star,0
1961.98905,Other,13
1961.98905,Star,0
1961.98631,Other,13
1961.98631,Star,0
1961.98357,Other,13
1961.98357,Star,0
1961.98084,Other,13
1961.98084,Star,0
1961.9781,Other,13
1961.9781,Star,0
1961.97536,Other,11
1961.97536,Star,0
1961.97262,Other,10
1961.97262,Star,0
1961.96988,Other,10
1961.96988,Star,0
1961.96715,Other,10
1961.96715,Star,0
1961.96441,Other,10
1961.96441,Star,0
1961.96167,Other,10
1961.96167,Star,0
1961.95893,Other,10
1961.95893,Star,0
1961.95619,Other,10
1961.95619,Star,0
1961.95346,Other,10
1961.95346,Star,0
1961.95072,Other,10
1961.95072,Star,0
1961.94798,Other,10
1961.94798,Star,0
1961.94524,Other,9
1961.94524,Star,0
1961.94251,Other,10
1961.94251,Star,0
1961.93977,Other,10
1961.93977,Star,0
1961.93703,Other,10
1961.93703,Star,0
1961.93429,Other,10
1961.93429,Star,0
1961.93155,Other,10
1961.93155,Star,0
1961.92882,Other,10
1961.92882,Star,0
1961.92608,Other,11
1961.92608,Star,0
1961.92334,Other,11
1961.92334,Star,0
1961.9206,Other,12
1961.9206,Star,0
1961.91786,Other,12
1961.91786,Star,0
1961.91513,Other,12
1961.91513,Star,0
1961.91239,Other,13
1961.91239,Star,0
1961.90965,Other,12
1961.90965,Star,0
1961.90691,Other,12
1961.90691,Star,0
1961.90418,Other,12
1961.90418,Star,0
1961.90144,Other,12
1961.90144,Star,0
1961.8987,Other,12
1961.8987,Star,0
1961.89596,Other,12
1961.89596,Star,0
1961.89322,Other,12
1961.89322,Star,0
1961.89049,Other,12
1961.89049,Star,0
1961.88775,Other,12
1961.88775,Star,0
1961.88501,Other,13
1961.88501,Star,0
1961.88227,Other,13
1961.88227,Star,0
1961.87953,Other,12
1961.87953,Star,0
1961.8768,Other,12
1961.8768,Star,0
1961.87406,Other,12
1961.87406,Star,0
1961.87132,Other,11
1961.87132,Star,0
1961.86858,Other,11
1961.86858,Star,0
1961.86585,Other,12
1961.86585,Star,0
1961.86311,Other,12
1961.86311,Star,0
1961.86037,Other,12
1961.86037,Star,0
1961.85763,Other,12
1961.85763,Star,0
1961.85489,Other,12
1961.85489,Star,0
1961.85216,Other,12
1961.85216,Star,0
1961.84942,Other,12
1961.84942,Star,0
1961.84668,Other,12
1961.84668,Star,0
1961.84394,Other,11
1961.84394,Star,0
1961.8412,Other,11
1961.8412,Star,0
1961.83847,Other,11
1961.83847,Star,0
1961.83573,Other,11
1961.83573,Star,0
1961.83299,Other,11
1961.83299,Star,0
1961.83025,Other,12
1961.83025,Star,0
1961.82752,Other,12
1961.82752,Star,0
1961.82478,Other,12
1961.82478,Star,0
1961.82204,Other,12
1961.82204,Star,0
1961.8193,Other,12
1961.8193,Star,0
1961.81656,Other,13
1961.81656,Star,0
1961.81383,Other,13
1961.81383,Star,0
1961.81109,Other,13
1961.81109,Star,0
1961.80835,Other,13
1961.80835,Star,0
1961.80561,Other,13
1961.80561,Star,0
1961.80287,Other,13
1961.80287,Star,0
1961.80014,Other,13
1961.80014,Star,0
1961.7974,Other,13
1961.7974,Star,0
1961.79466,Other,13
1961.79466,Star,0
1961.79192,Other,13
1961.79192,Star,0
1961.78919,Other,13
1961.78919,Star,0
1961.78645,Other,13
1961.78645,Star,0
1961.78371,Other,13
1961.78371,Star,0
1961.78097,Other,12
1961.78097,Star,0
1961.77823,Other,12
1961.77823,Star,0
1961.7755,Other,12
1961.7755,Star,0
1961.77276,Other,12
1961.77276,Star,0
1961.77002,Other,12
1961.77002,Star,0
1961.76728,Other,12
1961.76728,Star,0
1961.76454,Other,12
1961.76454,Star,0
1961.76181,Other,12
1961.76181,Star,0
1961.75907,Other,12
1961.75907,Star,0
1961.75633,Other,12
1961.75633,Star,0
1961.75359,Other,12
1961.75359,Star,0
1961.75086,Other,12
1961.75086,Star,0
1961.74812,Other,12
1961.74812,Star,0
1961.74538,Other,12
1961.74538,Star,0
1961.74264,Other,12
1961.74264,Star,0
1961.7399,Other,12
1961.7399,Star,0
1961.73717,Other,12
1961.73717,Star,0
1961.73443,Other,12
1961.73443,Star,0
1961.73169,Other,12
1961.73169,Star,0
1961.72895,Other,12
1961.72895,Star,0
1961.72621,Other,12
1961.72621,Star,0
1961.72348,Other,12
1961.72348,Star,0
1961.72074,Other,12
1961.72074,Star,0
1961.718,Other,12
1961.718,Star,0
1961.71526,Other,12
1961.71526,Star,0
1961.71253,Other,12
1961.71253,Star,0
1961.70979,Other,11
1961.70979,Star,0
1961.70705,Other,11
1961.70705,Star,0
1961.70431,Other,11
1961.70431,Star,0
1961.70157,Other,11
1961.70157,Star,0
1961.69884,Other,11
1961.69884,Star,0
1961.6961,Other,10
1961.6961,Star,0
1961.69336,Other,10
1961.69336,Star,0
1961.69062,Other,10
1961.69062,Star,0
1961.68789,Other,11
1961.68789,Star,0
1961.68515,Other,11
1961.68515,Star,0
1961.68241,Other,11
1961.68241,Star,0
1961.67967,Other,11
1961.67967,Star,0
1961.67693,Other,11
1961.67693,Star,0
1961.6742,Other,11
1961.6742,Star,0
1961.67146,Other,12
1961.67146,Star,0
1961.66872,Other,12
